opus,key,performer,year,time,seconds,label,pid,status,piece_path,midi_filename,mp4_filename,mp3_filename,wav_filename,alignment_filename,performer_id
7.5,C maj,Mohovich,1999,0:48,48,Agora AG 231.2,9104-09,-,mazurka07-5/pid9104-09,mazurka07-5/pid9104-09.mid,mazurka07-5/pid9104-09.mp4,mazurka07-5/pid9104-09.mp3,mazurka07-5/pid9104-09.wav,mazurka07-5/pid9104-09_infer_corresp.txt,21
7.5,C maj,Ohlsson,1999,0:34,34,Arabesque Z6730-2,9153-09,-,mazurka07-5/pid9153-09,mazurka07-5/pid9153-09.mid,mazurka07-5/pid9153-09.mp4,mazurka07-5/pid9153-09.mp3,mazurka07-5/pid9153-09.wav,mazurka07-5/pid9153-09_infer_corresp.txt,22
7.5,C maj,Osinska,1989,0:40,40,Cassiopee 969 213/6,9101-09,-,mazurka07-5/pid9101-09,mazurka07-5/pid9101-09.mid,mazurka07-5/pid9101-09.mp4,mazurka07-5/pid9101-09.mp3,mazurka07-5/pid9101-09.wav,mazurka07-5/pid9101-09_infer_corresp.txt,23
7.5,C maj,Poblocka,1999,0:41,41,BeArTon CDB012/13,9093-05,-,mazurka07-5/pid9093-05,mazurka07-5/pid9093-05.mid,mazurka07-5/pid9093-05.mp4,mazurka07-5/pid9093-05.mp3,mazurka07-5/pid9093-05.wav,mazurka07-5/pid9093-05_infer_corresp.txt,24
7.5,C maj,Rangell,2001,0:42,42,Dorian DOR-93258,9094-09,-,mazurka07-5/pid9094-09,mazurka07-5/pid9094-09.mid,mazurka07-5/pid9094-09.mp4,mazurka07-5/pid9094-09.mp3,mazurka07-5/pid9094-09.wav,mazurka07-5/pid9094-09_infer_corresp.txt,25
7.5,C maj,Rubinstein,1939,0:37,37,Naxos 8.110656-57,9049-09,-,mazurka07-5/pid9049-09,mazurka07-5/pid9049-09.mid,mazurka07-5/pid9049-09.mp4,mazurka07-5/pid9049-09.mp3,mazurka07-5/pid9049-09.wav,mazurka07-5/pid9049-09_infer_corresp.txt,26
7.5,C maj,Rubinstein,1952,0:31,31,BMG 09026 63027-2,9075-09,-,mazurka07-5/pid9075-09,mazurka07-5/pid9075-09.mid,mazurka07-5/pid9075-09.mp4,mazurka07-5/pid9075-09.mp3,mazurka07-5/pid9075-09.wav,mazurka07-5/pid9075-09_infer_corresp.txt,26
7.5,C maj,Rubinstein,1966,0:35,35,BMG 09026-63050-2,9059-09,-,mazurka07-5/pid9059-09,mazurka07-5/pid9059-09.mid,mazurka07-5/pid9059-09.mp4,mazurka07-5/pid9059-09.mp3,mazurka07-5/pid9059-09.wav,mazurka07-5/pid9059-09_infer_corresp.txt,26
7.5,C maj,Shebanova,2002,0:43,43,DUX 0350/0351,9072-09,-,mazurka07-5/pid9072-09,mazurka07-5/pid9072-09.mid,mazurka07-5/pid9072-09.mp4,mazurka07-5/pid9072-09.mp3,mazurka07-5/pid9072-09.wav,mazurka07-5/pid9072-09_infer_corresp.txt,27
7.5,C maj,Smith,1975,3:19,199,EMI 724358576726,9054-09,-,mazurka07-5/pid9054-09,mazurka07-5/pid9054-09.mid,mazurka07-5/pid9054-09.mp4,mazurka07-5/pid9054-09.mp3,mazurka07-5/pid9054-09.wav,mazurka07-5/pid9054-09_infer_corresp.txt,28
7.5,C maj,Sztompka,1959,0:38,38,Muza PNOD 313 A/B,9170-05,-,mazurka07-5/pid9170-05,mazurka07-5/pid9170-05.mid,mazurka07-5/pid9170-05.mp4,mazurka07-5/pid9170-05.mp3,mazurka07-5/pid9170-05.wav,mazurka07-5/pid9170-05_infer_corresp.txt,29
7.5,C maj,Uninsky,1971,0:41,41,Philips 442 574-2,9061-09,-,mazurka07-5/pid9061-09,mazurka07-5/pid9061-09.mid,mazurka07-5/pid9061-09.mp4,mazurka07-5/pid9061-09.mp3,mazurka07-5/pid9061-09.wav,mazurka07-5/pid9061-09_infer_corresp.txt,30
7.5,C maj,Wasowski,1980,0:34,34,Concord CCD-42036,9111-09,-,mazurka07-5/pid9111-09,mazurka07-5/pid9111-09.mid,mazurka07-5/pid9111-09.mp4,mazurka07-5/pid9111-09.mp3,mazurka07-5/pid9111-09.wav,mazurka07-5/pid9111-09_infer_corresp.txt,31
17.1,B maj,Ashkenazy,1981,1:57,117,Decca 448 086-2,9058-10,-,mazurka17-1/pid9058-10,mazurka17-1/pid9058-10.mid,mazurka17-1/pid9058-10.mp4,mazurka17-1/pid9058-10.mp3,mazurka17-1/pid9058-10.wav,mazurka17-1/pid9058-10_infer_corresp.txt,0
17.1,B maj,Bacha,1998,1:54,114,Forlane 126817,9166d-17,-,mazurka17-1/pid9166d-17,mazurka17-1/pid9166d-17.mid,mazurka17-1/pid9166d-17.mp4,mazurka17-1/pid9166d-17.mp3,mazurka17-1/pid9166d-17.wav,mazurka17-1/pid9166d-17_infer_corresp.txt,1
17.1,B maj,Barbosa,1983,2:08,128,Centaur CRC2098/9,9174-10,-,mazurka17-1/pid9174-10,mazurka17-1/pid9174-10.mid,mazurka17-1/pid9174-10.mp4,mazurka17-1/pid9174-10.mp3,mazurka17-1/pid9174-10.wav,mazurka17-1/pid9174-10_infer_corresp.txt,2
17.1,B maj,Biret,1990,2:54,174,Naxos 8.550359,9062-10,-,mazurka17-1/pid9062-10,mazurka17-1/pid9062-10.mid,mazurka17-1/pid9062-10.mp4,mazurka17-1/pid9062-10.mp3,mazurka17-1/pid9062-10.wav,mazurka17-1/pid9062-10_infer_corresp.txt,3
17.1,B maj,Brailowsky,1960,2:10,130,Sony SB2K 63237,9060-10,-,mazurka17-1/pid9060-10,mazurka17-1/pid9060-10.mid,mazurka17-1/pid9060-10.mp4,mazurka17-1/pid9060-10.mp3,mazurka17-1/pid9060-10.wav,mazurka17-1/pid9060-10_infer_corresp.txt,4
17.1,B maj,Chiu,1999,2:31,151,HMX 2907352.53,9048-10,-,mazurka17-1/pid9048-10,mazurka17-1/pid9048-10.mid,mazurka17-1/pid9048-10.mp4,mazurka17-1/pid9048-10.mp3,mazurka17-1/pid9048-10.wav,mazurka17-1/pid9048-10_infer_corresp.txt,5
17.1,B maj,Cohen,1997,2:36,156,Glossa 920506 ,9105-10,-,mazurka17-1/pid9105-10,mazurka17-1/pid9105-10.mid,mazurka17-1/pid9105-10.mp4,mazurka17-1/pid9105-10.mp3,mazurka17-1/pid9105-10.wav,mazurka17-1/pid9105-10_infer_corresp.txt,6
17.1,B maj,Cortot,1951,2:32,152,Concert Artist 9180/12 ,9066-10,-,mazurka17-1/pid9066-10,mazurka17-1/pid9066-10.mid,mazurka17-1/pid9066-10.mp4,mazurka17-1/pid9066-10.mp3,mazurka17-1/pid9066-10.wav,mazurka17-1/pid9066-10_infer_corresp.txt,7
17.1,B maj,Csalog,1996,2:12,132,Hungaroton HCD 31755/6,1263-10,-,mazurka17-1/pid1263-10,mazurka17-1/pid1263-10.mid,mazurka17-1/pid1263-10.mp4,mazurka17-1/pid1263-10.mp3,mazurka17-1/pid1263-10.wav,mazurka17-1/pid1263-10_infer_corresp.txt,8
17.1,B maj,Czerny-Stefanska,1989,2:43,163,Pony Canyon Classics PCCL-00460,9192-10,-,mazurka17-1/pid9192-10,mazurka17-1/pid9192-10.mid,mazurka17-1/pid9192-10.mp4,mazurka17-1/pid9192-10.mp3,mazurka17-1/pid9192-10.wav,mazurka17-1/pid9192-10_infer_corresp.txt,9
17.1,B maj,Ezaki,2006,2:30,150,Triton OVCT-00035,9139-10,-,mazurka17-1/pid9139-10,mazurka17-1/pid9139-10.mid,mazurka17-1/pid9139-10.mp4,mazurka17-1/pid9139-10.mp3,mazurka17-1/pid9139-10.wav,mazurka17-1/pid9139-10_infer_corresp.txt,10
17.1,B maj,Fliere,1977,2:23,143,Melodia 10 00439,9063-10,-,mazurka17-1/pid9063-10,mazurka17-1/pid9063-10.mid,mazurka17-1/pid9063-10.mp4,mazurka17-1/pid9063-10.mp3,mazurka17-1/pid9063-10.wav,mazurka17-1/pid9063-10_infer_corresp.txt,11
17.1,B maj,Fou,1978,2:14,134,Sony SB2K 53 246,9071-17,-,mazurka17-1/pid9071-17,mazurka17-1/pid9071-17.mid,mazurka17-1/pid9071-17.mp4,mazurka17-1/pid9071-17.mp3,mazurka17-1/pid9071-17.wav,mazurka17-1/pid9071-17_infer_corresp.txt,12
17.1,B maj,Francois,1956,1:45,105,EMI CZS 7 67413 2,9070-18,-,mazurka17-1/pid9070-18,mazurka17-1/pid9070-18.mid,mazurka17-1/pid9070-18.mp4,mazurka17-1/pid9070-18.mp3,mazurka17-1/pid9070-18.wav,mazurka17-1/pid9070-18_infer_corresp.txt,13
17.1,B maj,Hatto,1993,2:26,146,Con. Artist FED4-TC-0116/7,610003-12,-,mazurka17-1/pid610003-12,mazurka17-1/pid610003-12.mid,mazurka17-1/pid610003-12.mp4,mazurka17-1/pid610003-12.mp3,mazurka17-1/pid610003-12.wav,mazurka17-1/pid610003-12_infer_corresp.txt,14
17.1,B maj,Hatto,2006,2:02,122,Con. Artist 9270/12,9073-12,-,mazurka17-1/pid9073-12,mazurka17-1/pid9073-12.mid,mazurka17-1/pid9073-12.mp4,mazurka17-1/pid9073-12.mp3,mazurka17-1/pid9073-12.wav,mazurka17-1/pid9073-12_infer_corresp.txt,14
17.1,B maj,Indjic,1988,2:02,122,Calliope 3321,9050-10,-,mazurka17-1/pid9050-10,mazurka17-1/pid9050-10.mid,mazurka17-1/pid9050-10.mp4,mazurka17-1/pid9050-10.mp3,mazurka17-1/pid9050-10.wav,mazurka17-1/pid9050-10_infer_corresp.txt,15
17.1,B maj,Kushner,1990,2:38,158,Connoisseur CD4181/2,9118-10,-,mazurka17-1/pid9118-10,mazurka17-1/pid9118-10.mid,mazurka17-1/pid9118-10.mp4,mazurka17-1/pid9118-10.mp3,mazurka17-1/pid9118-10.wav,mazurka17-1/pid9118-10_infer_corresp.txt,16
17.1,B maj,Luisada,1990,2:26,146,DG 463054-2,9055-10,-,mazurka17-1/pid9055-10,mazurka17-1/pid9055-10.mid,mazurka17-1/pid9055-10.mp4,mazurka17-1/pid9055-10.mp3,mazurka17-1/pid9055-10.wav,mazurka17-1/pid9055-10_infer_corresp.txt,17
17.1,B maj,Magaloff,1977,2:02,122,Phillips 426 817/29-2,9074f-10,-,mazurka17-1/pid9074f-10,mazurka17-1/pid9074f-10.mid,mazurka17-1/pid9074f-10.mp4,mazurka17-1/pid9074f-10.mp3,mazurka17-1/pid9074f-10.wav,mazurka17-1/pid9074f-10_infer_corresp.txt,18
17.1,B maj,Magaloff,1977,2:16,136,Philips 456 898-2,5667267b-07,-,mazurka17-1/pid5667267b-07,mazurka17-1/pid5667267b-07.mid,mazurka17-1/pid5667267b-07.mp4,mazurka17-1/pid5667267b-07.mp3,mazurka17-1/pid5667267b-07.wav,mazurka17-1/pid5667267b-07_infer_corresp.txt,18
17.1,B maj,Magin,1975,2:12,132,Accord 465 665-2,9138-10,-,mazurka17-1/pid9138-10,mazurka17-1/pid9138-10.mid,mazurka17-1/pid9138-10.mp4,mazurka17-1/pid9138-10.mp3,mazurka17-1/pid9138-10.wav,mazurka17-1/pid9138-10_infer_corresp.txt,19
17.1,B maj,Milkina,1970,2:27,147,Unterschrift/EMI,9099-10,-,mazurka17-1/pid9099-10,mazurka17-1/pid9099-10.mid,mazurka17-1/pid9099-10.mp4,mazurka17-1/pid9099-10.mp3,mazurka17-1/pid9099-10.wav,mazurka17-1/pid9099-10_infer_corresp.txt,20
17.1,B maj,Mohovich,1999,2:26,146,Agora AG 231.2,9104-10,-,mazurka17-1/pid9104-10,mazurka17-1/pid9104-10.mid,mazurka17-1/pid9104-10.mp4,mazurka17-1/pid9104-10.mp3,mazurka17-1/pid9104-10.wav,mazurka17-1/pid9104-10_infer_corresp.txt,21
17.1,B maj,Ohlsson,1999,2:12,132,Arabesque Z6730-2,9153-10,-,mazurka17-1/pid9153-10,mazurka17-1/pid9153-10.mid,mazurka17-1/pid9153-10.mp4,mazurka17-1/pid9153-10.mp3,mazurka17-1/pid9153-10.wav,mazurka17-1/pid9153-10_infer_corresp.txt,22
17.1,B maj,Osinska,1989,2:22,142,Cassiopee 969 213/6,9101-10,-,mazurka17-1/pid9101-10,mazurka17-1/pid9101-10.mid,mazurka17-1/pid9101-10.mp4,mazurka17-1/pid9101-10.mp3,mazurka17-1/pid9101-10.wav,mazurka17-1/pid9101-10_infer_corresp.txt,23
17.1,B maj,Poblocka,1999,1:41,101,BeArTon CDB012/13,9093-10,-,mazurka17-1/pid9093-10,mazurka17-1/pid9093-10.mid,mazurka17-1/pid9093-10.mp4,mazurka17-1/pid9093-10.mp3,mazurka17-1/pid9093-10.wav,mazurka17-1/pid9093-10_infer_corresp.txt,24
17.1,B maj,Rangell,2001,2:12,132,Dorian DOR-93258,9094-10,-,mazurka17-1/pid9094-10,mazurka17-1/pid9094-10.mid,mazurka17-1/pid9094-10.mp4,mazurka17-1/pid9094-10.mp3,mazurka17-1/pid9094-10.wav,mazurka17-1/pid9094-10_infer_corresp.txt,25
17.1,B maj,Rubinstein,1939,2:15,135,Naxos 8.110656-57,9049-10,-,mazurka17-1/pid9049-10,mazurka17-1/pid9049-10.mid,mazurka17-1/pid9049-10.mp4,mazurka17-1/pid9049-10.mp3,mazurka17-1/pid9049-10.wav,mazurka17-1/pid9049-10_infer_corresp.txt,26
17.1,B maj,Rubinstein,1952,1:46,106,BMG 09026 63027-2,9075-10,-,mazurka17-1/pid9075-10,mazurka17-1/pid9075-10.mid,mazurka17-1/pid9075-10.mp4,mazurka17-1/pid9075-10.mp3,mazurka17-1/pid9075-10.wav,mazurka17-1/pid9075-10_infer_corresp.txt,26
17.1,B maj,Rubinstein,1966,2:28,148,BMG 09026-63050-2,9059-10,-,mazurka17-1/pid9059-10,mazurka17-1/pid9059-10.mid,mazurka17-1/pid9059-10.mp4,mazurka17-1/pid9059-10.mp3,mazurka17-1/pid9059-10.wav,mazurka17-1/pid9059-10_infer_corresp.txt,26
17.1,B maj,Shebanova,2002,2:24,144,DUX 0350/0351,9072-10,-,mazurka17-1/pid9072-10,mazurka17-1/pid9072-10.mid,mazurka17-1/pid9072-10.mp4,mazurka17-1/pid9072-10.mp3,mazurka17-1/pid9072-10.wav,mazurka17-1/pid9072-10_infer_corresp.txt,27
17.1,B maj,Smith,1975,2:07,127,EMI 724358576726,9054-10,-,mazurka17-1/pid9054-10,mazurka17-1/pid9054-10.mid,mazurka17-1/pid9054-10.mp4,mazurka17-1/pid9054-10.mp3,mazurka17-1/pid9054-10.wav,mazurka17-1/pid9054-10_infer_corresp.txt,28
17.1,B maj,Sztompka,1959,2:16,136,Muza PNOD 313 A/B,9170-10,-,mazurka17-1/pid9170-10,mazurka17-1/pid9170-10.mid,mazurka17-1/pid9170-10.mp4,mazurka17-1/pid9170-10.mp3,mazurka17-1/pid9170-10.wav,mazurka17-1/pid9170-10_infer_corresp.txt,29
17.1,B maj,Uninsky,1959,2:10,130,Philips 442 574-2,9061-10,-,mazurka17-1/pid9061-10,mazurka17-1/pid9061-10.mid,mazurka17-1/pid9061-10.mp4,mazurka17-1/pid9061-10.mp3,mazurka17-1/pid9061-10.wav,mazurka17-1/pid9061-10_infer_corresp.txt,30
17.1,B maj,Wasowski,1980,2:43,163,Concord CCD-42036,9111-10,-,mazurka17-1/pid9111-10,mazurka17-1/pid9111-10.mid,mazurka17-1/pid9111-10.mp4,mazurka17-1/pid9111-10.mp3,mazurka17-1/pid9111-10.wav,mazurka17-1/pid9111-10_infer_corresp.txt,31
17.2,E min,Ashkenazy,1981,1:57,117,Decca 448 086-2,9058-11,-,mazurka17-2/pid9058-11,mazurka17-2/pid9058-11.mid,mazurka17-2/pid9058-11.mp4,mazurka17-2/pid9058-11.mp3,mazurka17-2/pid9058-11.wav,mazurka17-2/pid9058-11_infer_corresp.txt,0
17.2,E min,Bacha,1998,2:03,123,Forlane 126817,9166d-18,-,mazurka17-2/pid9166d-18,mazurka17-2/pid9166d-18.mid,mazurka17-2/pid9166d-18.mp4,mazurka17-2/pid9166d-18.mp3,mazurka17-2/pid9166d-18.wav,mazurka17-2/pid9166d-18_infer_corresp.txt,1
17.2,E min,Barbosa,1983,2:08,128,Centaur CRC2098/9,9174-11,-,mazurka17-2/pid9174-11,mazurka17-2/pid9174-11.mid,mazurka17-2/pid9174-11.mp4,mazurka17-2/pid9174-11.mp3,mazurka17-2/pid9174-11.wav,mazurka17-2/pid9174-11_infer_corresp.txt,2
17.2,E min,Biret,1990,2:29,149,Naxos 8.550359,9062-11,-,mazurka17-2/pid9062-11,mazurka17-2/pid9062-11.mid,mazurka17-2/pid9062-11.mp4,mazurka17-2/pid9062-11.mp3,mazurka17-2/pid9062-11.wav,mazurka17-2/pid9062-11_infer_corresp.txt,3
17.2,E min,Brailowsky,1960,1:59,119,Sony SB2K 63237,9060-11,-,mazurka17-2/pid9060-11,mazurka17-2/pid9060-11.mid,mazurka17-2/pid9060-11.mp4,mazurka17-2/pid9060-11.mp3,mazurka17-2/pid9060-11.wav,mazurka17-2/pid9060-11_infer_corresp.txt,4
17.2,E min,Chiu,1999,2:09,129,HMX 2907352.53,9048-11,xprecor,mazurka17-2/pid9048-11,mazurka17-2/pid9048-11.mid,mazurka17-2/pid9048-11.mp4,mazurka17-2/pid9048-11.mp3,mazurka17-2/pid9048-11.wav,mazurka17-2/pid9048-11_infer_corresp.txt,5
17.2,E min,Cohen,1997,2:07,127,Glossa 920506 ,9105-11,-,mazurka17-2/pid9105-11,mazurka17-2/pid9105-11.mid,mazurka17-2/pid9105-11.mp4,mazurka17-2/pid9105-11.mp3,mazurka17-2/pid9105-11.wav,mazurka17-2/pid9105-11_infer_corresp.txt,6
17.2,E min,Cortot,1951,2:07,127,Concert Artist 9180/12 ,9066-11,-,mazurka17-2/pid9066-11,mazurka17-2/pid9066-11.mid,mazurka17-2/pid9066-11.mp4,mazurka17-2/pid9066-11.mp3,mazurka17-2/pid9066-11.wav,mazurka17-2/pid9066-11_infer_corresp.txt,7
17.2,E min,Csalog,1996,2:18,138,Hungaroton HCD 31755/6,1263-11,-,mazurka17-2/pid1263-11,mazurka17-2/pid1263-11.mid,mazurka17-2/pid1263-11.mp4,mazurka17-2/pid1263-11.mp3,mazurka17-2/pid1263-11.wav,mazurka17-2/pid1263-11_infer_corresp.txt,8
17.2,E min,Czerny-Stefanska,1989,1:55,115,Pony Canyon Classics PCCL-00460,9192-11,-,mazurka17-2/pid9192-11,mazurka17-2/pid9192-11.mid,mazurka17-2/pid9192-11.mp4,mazurka17-2/pid9192-11.mp3,mazurka17-2/pid9192-11.wav,mazurka17-2/pid9192-11_infer_corresp.txt,9
17.2,E min,Ezaki,2006,2:08,128,Triton OVCT-00035,9139-11,-,mazurka17-2/pid9139-11,mazurka17-2/pid9139-11.mid,mazurka17-2/pid9139-11.mp4,mazurka17-2/pid9139-11.mp3,mazurka17-2/pid9139-11.wav,mazurka17-2/pid9139-11_infer_corresp.txt,10
17.2,E min,Fliere,1977,2:09,129,Melodia 10 00439,9063-11,-,mazurka17-2/pid9063-11,mazurka17-2/pid9063-11.mid,mazurka17-2/pid9063-11.mp4,mazurka17-2/pid9063-11.mp3,mazurka17-2/pid9063-11.wav,mazurka17-2/pid9063-11_infer_corresp.txt,11
17.2,E min,Fou,1978,1:41,101,Sony SB2K 53 246,9071-18,-,mazurka17-2/pid9071-18,mazurka17-2/pid9071-18.mid,mazurka17-2/pid9071-18.mp4,mazurka17-2/pid9071-18.mp3,mazurka17-2/pid9071-18.wav,mazurka17-2/pid9071-18_infer_corresp.txt,12
17.2,E min,Fou,2005,2:02,122,NIFC CD001,9092-14,-,mazurka17-2/pid9092-14,mazurka17-2/pid9092-14.mid,mazurka17-2/pid9092-14.mp4,mazurka17-2/pid9092-14.mp3,mazurka17-2/pid9092-14.wav,mazurka17-2/pid9092-14_infer_corresp.txt,12
17.2,E min,Francois,1956,1:53,113,EMI CZS 7 67413 2,9070-19,-,mazurka17-2/pid9070-19,mazurka17-2/pid9070-19.mid,mazurka17-2/pid9070-19.mp4,mazurka17-2/pid9070-19.mp3,mazurka17-2/pid9070-19.wav,mazurka17-2/pid9070-19_infer_corresp.txt,13
17.2,E min,Hatto,1993,2:07,127,Con. Artist FED4-TC-0116/7,610003-13,-,mazurka17-2/pid610003-13,mazurka17-2/pid610003-13.mid,mazurka17-2/pid610003-13.mp4,mazurka17-2/pid610003-13.mp3,mazurka17-2/pid610003-13.wav,mazurka17-2/pid610003-13_infer_corresp.txt,14
17.2,E min,Hatto,2006,2:08,128,Con. Artist 9270/12,9073-13,-,mazurka17-2/pid9073-13,mazurka17-2/pid9073-13.mid,mazurka17-2/pid9073-13.mp4,mazurka17-2/pid9073-13.mp3,mazurka17-2/pid9073-13.wav,mazurka17-2/pid9073-13_infer_corresp.txt,14
17.2,E min,Indjic,1988,2:08,128,Calliope 3321,9050-11,xprecor,mazurka17-2/pid9050-11,mazurka17-2/pid9050-11.mid,mazurka17-2/pid9050-11.mp4,mazurka17-2/pid9050-11.mp3,mazurka17-2/pid9050-11.wav,mazurka17-2/pid9050-11_infer_corresp.txt,15
17.2,E min,Kushner,1990,2:10,130,Connoisseur CD4181/2,9118-11,-,mazurka17-2/pid9118-11,mazurka17-2/pid9118-11.mid,mazurka17-2/pid9118-11.mp4,mazurka17-2/pid9118-11.mp3,mazurka17-2/pid9118-11.wav,mazurka17-2/pid9118-11_infer_corresp.txt,16
17.2,E min,Luisada,1990,1:48,108,DG 463054-2,9055-11,xprecor,mazurka17-2/pid9055-11,mazurka17-2/pid9055-11.mid,mazurka17-2/pid9055-11.mp4,mazurka17-2/pid9055-11.mp3,mazurka17-2/pid9055-11.wav,mazurka17-2/pid9055-11_infer_corresp.txt,17
17.2,E min,Magaloff,1977,1:56,116,Philips 456 898-2,5667267b-08,xprecor,mazurka17-2/pid5667267b-08,mazurka17-2/pid5667267b-08.mid,mazurka17-2/pid5667267b-08.mp4,mazurka17-2/pid5667267b-08.mp3,mazurka17-2/pid5667267b-08.wav,mazurka17-2/pid5667267b-08_infer_corresp.txt,18
17.2,E min,Magaloff,1977,2:08,128,Phillips 426 817/29-2,9074f-11,-,mazurka17-2/pid9074f-11,mazurka17-2/pid9074f-11.mid,mazurka17-2/pid9074f-11.mp4,mazurka17-2/pid9074f-11.mp3,mazurka17-2/pid9074f-11.wav,mazurka17-2/pid9074f-11_infer_corresp.txt,18
17.2,E min,Magin,1975,1:56,116,Accord 465 665-2,9138-11,-,mazurka17-2/pid9138-11,mazurka17-2/pid9138-11.mid,mazurka17-2/pid9138-11.mp4,mazurka17-2/pid9138-11.mp3,mazurka17-2/pid9138-11.wav,mazurka17-2/pid9138-11_infer_corresp.txt,19
17.2,E min,Milkina,1970,2:07,127,Unterschrift/EMI,9099-11,-,mazurka17-2/pid9099-11,mazurka17-2/pid9099-11.mid,mazurka17-2/pid9099-11.mp4,mazurka17-2/pid9099-11.mp3,mazurka17-2/pid9099-11.wav,mazurka17-2/pid9099-11_infer_corresp.txt,20
17.2,E min,Mohovich,1999,1:58,118,Agora AG 231.2,9104-11,-,mazurka17-2/pid9104-11,mazurka17-2/pid9104-11.mid,mazurka17-2/pid9104-11.mp4,mazurka17-2/pid9104-11.mp3,mazurka17-2/pid9104-11.wav,mazurka17-2/pid9104-11_infer_corresp.txt,21
17.2,E min,Ohlsson,1999,2:08,128,Arabesque Z6730-2,9153-11,-,mazurka17-2/pid9153-11,mazurka17-2/pid9153-11.mid,mazurka17-2/pid9153-11.mp4,mazurka17-2/pid9153-11.mp3,mazurka17-2/pid9153-11.wav,mazurka17-2/pid9153-11_infer_corresp.txt,22
17.2,E min,Osinska,1989,2:11,131,Cassiopee 969 213/6,9101-11,-,mazurka17-2/pid9101-11,mazurka17-2/pid9101-11.mid,mazurka17-2/pid9101-11.mp4,mazurka17-2/pid9101-11.mp3,mazurka17-2/pid9101-11.wav,mazurka17-2/pid9101-11_infer_corresp.txt,23
17.2,E min,Poblocka,1999,1:44,104,BeArTon CDB012/13,9093-11,-,mazurka17-2/pid9093-11,mazurka17-2/pid9093-11.mid,mazurka17-2/pid9093-11.mp4,mazurka17-2/pid9093-11.mp3,mazurka17-2/pid9093-11.wav,mazurka17-2/pid9093-11_infer_corresp.txt,24
17.2,E min,Rangell,2001,1:58,118,Dorian DOR-93258,9094-11,-,mazurka17-2/pid9094-11,mazurka17-2/pid9094-11.mid,mazurka17-2/pid9094-11.mp4,mazurka17-2/pid9094-11.mp3,mazurka17-2/pid9094-11.wav,mazurka17-2/pid9094-11_infer_corresp.txt,25
17.2,E min,Rubinstein,1939,2:04,124,Naxos 8.110656-57,9049-11,xprecor,mazurka17-2/pid9049-11,mazurka17-2/pid9049-11.mid,mazurka17-2/pid9049-11.mp4,mazurka17-2/pid9049-11.mp3,mazurka17-2/pid9049-11.wav,mazurka17-2/pid9049-11_infer_corresp.txt,26
17.2,E min,Rubinstein,1952,1:47,107,BMG 09026 63027-2,9075-11,-,mazurka17-2/pid9075-11,mazurka17-2/pid9075-11.mid,mazurka17-2/pid9075-11.mp4,mazurka17-2/pid9075-11.mp3,mazurka17-2/pid9075-11.wav,mazurka17-2/pid9075-11_infer_corresp.txt,26
17.2,E min,Rubinstein,1966,1:58,118,BMG 09026-63050-2,9059-11,-,mazurka17-2/pid9059-11,mazurka17-2/pid9059-11.mid,mazurka17-2/pid9059-11.mp4,mazurka17-2/pid9059-11.mp3,mazurka17-2/pid9059-11.wav,mazurka17-2/pid9059-11_infer_corresp.txt,26
17.2,E min,Shebanova,2002,2:01,121,DUX 0350/0351,9072-11,-,mazurka17-2/pid9072-11,mazurka17-2/pid9072-11.mid,mazurka17-2/pid9072-11.mp4,mazurka17-2/pid9072-11.mp3,mazurka17-2/pid9072-11.wav,mazurka17-2/pid9072-11_infer_corresp.txt,27
17.2,E min,Smith,1975,1:03,63,EMI 724358576726,9054-11,xprecor,mazurka17-2/pid9054-11,mazurka17-2/pid9054-11.mid,mazurka17-2/pid9054-11.mp4,mazurka17-2/pid9054-11.mp3,mazurka17-2/pid9054-11.wav,mazurka17-2/pid9054-11_infer_corresp.txt,28
17.2,E min,Sztompka,1959,1:52,112,Muza PNOD 313 A/B,9170-11,-,mazurka17-2/pid9170-11,mazurka17-2/pid9170-11.mid,mazurka17-2/pid9170-11.mp4,mazurka17-2/pid9170-11.mp3,mazurka17-2/pid9170-11.wav,mazurka17-2/pid9170-11_infer_corresp.txt,29
17.2,E min,Uninsky,1971,1:45,105,Philips 442 574-2,9061-11,-,mazurka17-2/pid9061-11,mazurka17-2/pid9061-11.mid,mazurka17-2/pid9061-11.mp4,mazurka17-2/pid9061-11.mp3,mazurka17-2/pid9061-11.wav,mazurka17-2/pid9061-11_infer_corresp.txt,30
17.2,E min,Wasowski,1980,2:35,155,Concord CCD-42036,9111-11,-,mazurka17-2/pid9111-11,mazurka17-2/pid9111-11.mid,mazurka17-2/pid9111-11.mp4,mazurka17-2/pid9111-11.mp3,mazurka17-2/pid9111-11.wav,mazurka17-2/pid9111-11_infer_corresp.txt,31
17.3,A maj,Ashkenazy,1981,4:04,244,Decca 448 086-2,9058-12,-,mazurka17-3/pid9058-12,mazurka17-3/pid9058-12.mid,mazurka17-3/pid9058-12.mp4,mazurka17-3/pid9058-12.mp3,mazurka17-3/pid9058-12.wav,mazurka17-3/pid9058-12_infer_corresp.txt,0
17.3,A maj,Bacha,1998,4:38,278,Forlane 126817,9166d-19,-,mazurka17-3/pid9166d-19,mazurka17-3/pid9166d-19.mid,mazurka17-3/pid9166d-19.mp4,mazurka17-3/pid9166d-19.mp3,mazurka17-3/pid9166d-19.wav,mazurka17-3/pid9166d-19_infer_corresp.txt,1
