artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,align_file,type,label
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 1. Allegro",445.16,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06392.mid",https://www.youtube.com/watch?v=F9L6ljwCDiI,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/32_infer_corresp.txt",train,2
Alfred Brendel,0,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 1. Allegro",430.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06394.mid",https://www.youtube.com/watch?v=L351AVPPpPk,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/34_infer_corresp.txt",train,2
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 1. Allegro",312.026,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06395.mid",https://www.youtube.com/watch?v=pTM6aHOxz34,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/40_infer_corresp.txt",train,175
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 1. Allegro",312.0,Ludwig van Beethoven,10,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/06396.mid",https://www.youtube.com/watch?v=mLLfsH0miII,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/I._Allegro/42_infer_corresp.txt",train,175
Sviatoslav Richter,4,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: III. Rondo. Allegro comodo",188.866,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06400.mid",https://www.youtube.com/watch?v=5MaZMtnfbCw,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/3_infer_corresp.txt",train,141
Sviatoslav Richter,4,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",172.106,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06402.mid",https://www.youtube.com/watch?v=zYQ7plDxLDA,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/5_infer_corresp.txt",train,141
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",224.64,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06408.mid",https://www.youtube.com/watch?v=cFSFOnBzXKk,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/13_infer_corresp.txt",train,74
Daniel Barenboim,2,"Piano Sonata No. 9 In E Major, Op. 14, No. 1: 3. Rondo (Allegro comodo)",206.106,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06411.mid",https://www.youtube.com/watch?v=e2-pbomz7NI,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/16_infer_corresp.txt",train,74
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",205.0,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06412.mid",https://www.youtube.com/watch?v=0UYXO3IyQcA,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/17_infer_corresp.txt",train,39
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",207.0,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06413.mid",https://www.youtube.com/watch?v=GIGNMM1h31U,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/18_infer_corresp.txt",train,39
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",213.133,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06419.mid",https://www.youtube.com/watch?v=yJYFhssqi5c,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/24_infer_corresp.txt",train,3
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",212.693,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06420.mid",https://www.youtube.com/watch?v=yVtST0ZES2s,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/25_infer_corresp.txt",train,3
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",191.96,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06425.mid",https://www.youtube.com/watch?v=vLSrj2xEM1g,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/30_infer_corresp.txt",train,105
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo: Allegro comodo",175.68,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06426.mid",https://www.youtube.com/watch?v=jBD68C964jA,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/31_infer_corresp.txt",train,105
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 3. Rondo (Allegro comodo)",233.853,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06427.mid",https://www.youtube.com/watch?v=0l2qrIDEv4I,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/33_infer_corresp.txt",train,176
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo (Allegro comodo)",217.0,Ludwig van Beethoven,11,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06429.mid",https://www.youtube.com/watch?v=0Ss99IIuTFY,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/35_infer_corresp.txt",train,176
Sviatoslav Richter,4,"Piano Sonata No. 19 in G Minor, Op. 49, No. 1: I. Andante",327.173,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06430.mid",https://www.youtube.com/watch?v=fPRt_nqXVBM,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/0_infer_corresp.txt",train,142
Sviatoslav Richter,4,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",326.89,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06434.mid",https://www.youtube.com/watch?v=QgDNqAVMFCo,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/4_infer_corresp.txt",train,142
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",317.76,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06439.mid",https://www.youtube.com/watch?v=r_nHs_4SjzI,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/11_infer_corresp.txt",train,75
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",295.386,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06440.mid",https://www.youtube.com/watch?v=QN14QaKB-cE,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/12_infer_corresp.txt",train,75
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",274.546,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06441.mid",https://www.youtube.com/watch?v=nDUPCwBLEOs,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/13_infer_corresp.txt",train,75
Daniel Barenboim,2,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 1. Andante",285.44,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06442.mid",https://www.youtube.com/watch?v=tADsFq5cb24,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/14_infer_corresp.txt",train,75
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",276.0,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06443.mid",https://www.youtube.com/watch?v=XmEx9oFYsiY,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/15_infer_corresp.txt",train,40
Claudio Arrau,1,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",280.0,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06444.mid",https://www.youtube.com/watch?v=MP2AtFDI1Io,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/16_infer_corresp.txt",train,40
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",271.493,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06448.mid",https://www.youtube.com/watch?v=6Pm9Rt5YoJ0,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/20_infer_corresp.txt",train,4
Alfred Brendel,0,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",265.333,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06449.mid",https://www.youtube.com/watch?v=JnT6qeud7jM,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/22_infer_corresp.txt",train,4
Friedrich Gulda,3,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",309.293,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06453.mid",https://www.youtube.com/watch?v=cgSEoZtfZGU,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/26_infer_corresp.txt",train,106
Friedrich Gulda,3,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",288.76,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06454.mid",https://www.youtube.com/watch?v=c8PgKtSrga0,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/27_infer_corresp.txt",train,106
Wilhelm Kempff,5,"Piano Sonata No. 19 in G Minor, Op. 49, No. 1: I. Andante",245.0,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06455.mid",https://www.youtube.com/watch?v=vOXHrhW9oAc,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/29_infer_corresp.txt",train,177
Wilhelm Kempff,5,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",247.0,Ludwig van Beethoven,12,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06456.mid",https://www.youtube.com/watch?v=KejA2vtXKGk,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/30_infer_corresp.txt",train,177
Sviatoslav Richter,4,"Piano Sonata No. 19 in G Minor, Op. 49, No. 1: II. Rondo. Allegro",190.16,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06457.mid",https://www.youtube.com/watch?v=oPQHlguzT0A,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/0_infer_corresp.txt",train,143
Sviatoslav Richter,4,"Sonata No. 19 in G Minor, Op. 49, No. 1: II. Rondo: Allegro",191.933,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06458.mid",https://www.youtube.com/watch?v=i7l55QCy1jU,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/1_infer_corresp.txt",train,143
Sviatoslav Richter,4,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",193.933,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06459.mid",https://www.youtube.com/watch?v=Uj3A2N72-Nw,"valid/Sviatoslav Richter/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/2_infer_corresp.txt",valid,143
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",187.533,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06466.mid",https://www.youtube.com/watch?v=B6_JeSQa5Kk,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/11_infer_corresp.txt",train,76
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",215.213,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06467.mid",https://www.youtube.com/watch?v=0mz7_HLxSmo,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/12_infer_corresp.txt",train,76
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 2. Rondo. Allegro",201.853,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06468.mid",https://www.youtube.com/watch?v=pZuh5S-j_IA,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/13_infer_corresp.txt",train,76
Daniel Barenboim,2,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 2. Rondo (Allegro)",194.2,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06469.mid",https://www.youtube.com/watch?v=MqKiZORxtTQ,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/14_infer_corresp.txt",train,76
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",222.0,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06470.mid",https://www.youtube.com/watch?v=1CFv9JiL4YY,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/15_infer_corresp.txt",train,41
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",223.0,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06471.mid",https://www.youtube.com/watch?v=R72HmEDg7Bs,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/16_infer_corresp.txt",train,41
Claudio Arrau,1,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 2. Rondo. Allegro",237.0,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06472.mid",https://www.youtube.com/watch?v=Bcb-7mffH1M,"valid/Claudio Arrau/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/17_infer_corresp.txt",valid,41
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 2. Rondo. Allegro",216.48,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06475.mid",https://www.youtube.com/watch?v=LbZhzdyAoRY,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/20_infer_corresp.txt",train,5
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 2. Rondo. Allegro",214.666,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06476.mid",https://www.youtube.com/watch?v=M-dZ4NhGEMs,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/21_infer_corresp.txt",train,5
Alfred Brendel,0,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",233.666,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06477.mid",https://www.youtube.com/watch?v=_7ku0noaHAA,"valid/Alfred Brendel/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/22_infer_corresp.txt",valid,5
Friedrich Gulda,3,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",184.0,Ludwig van Beethoven,13,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06481.mid",https://www.youtube.com/watch?v=3AmhvQnv6gQ,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/26_infer_corresp.txt",train,107
